id,content,Task Id,label
8087,如何動手做簡單又好吃的素食料理呢?在慈大校慶系列活動「扭轉疫情，慈大同行」健康素食淨斯創意料理品嚐會，邀請到花蓮區人文推廣團隊，用淨斯產品做創意料理，每道素食都是健康又美味，而最重要的是在全球疫情仍然十分嚴峻的時期，期待人人虔誠戒慎、齋戒茹素，消弭這世紀大災難,39,positive
8088,台灣資訊和媒體發達，如果真的有疫情被隱瞞，怎麼沒有任何醫師醫護病人出來開記者會踢爆?,39,negative
8089,（中央社東京1日綜合外電報導）日本動畫「鬼滅之刃」10月16日在日本上映，動漫迷無畏疫情排隊進場觀看，到10月31日的16天觀影人次就突破千萬；鬼滅之刃日前僅用10天就賣破百億日圓票房，刷新日本影史紀錄,39,positive
8090,疫情還有辦法解決，神精病難防...,39,negative
8091,鈊象（3293）受惠於基本面穩健，加上歐美疫情尚未趨穩定，「宅經濟」趨勢仍將持續，有望為鈊象第四季營運帶來貢獻,39,positive
8092,因疫情景氣真的很不好，你要不同意減薪的話，那只有離開這條路了,39,negative
8093,勞工果然是最軟的那一塊基本薪資漲個幾塊勞保直接漲個11%紓困農保工會領爽爽勞工一樣受到疫情衝擊沒訂單結果還要貸款紓困這政府真厲害,39,negative
8094,圖／molly莫莉文／張雅筑因疫情關係，今年不少人都覺得很鬱悶無法出國，但也因此更有機會好好探尋台灣的景點、征服「秘境」,39,negative
8095,反正這個政府就只知道粉飾太平.疫情未過.台灣雖無大災.但一拖拉庫的行業幾乎都滅頂了.有多少家庭是在吃老本.景氣如此之差.還在那造神.整天吹台積電.難道光靠一家台積電就能養活全台灣嗎?更何況台積電是人家外資的!!!製造業也一堆影響.台幣狂升.一堆廠商都快GG了.還是沒看到政府因應對策.只知道哪個喊比較大聲.就灑點錢.中華民國這幾十年存下的老本.老尤達.肥豬+賊禿聯手兩任就可以敗光了.反正她無後.管你以後台灣變怎樣!,39,negative
8096,疫苗都快出來了，還在危言聳聽？難道看不出來，歐美陣營都在企盼疫苗拯救公衛困境與經濟災難？各國要不是疫情太嚴峻，大概沒有人願重啟封城！,39,negative
8097,還是太高了...在疫情衝擊下.美科技股早已成泡泡了,39,negative
8098,在外國生活不是很好嗎？哦！被疫情嚇醒了？想起中國的好了，要你檢查個身體狀況，還抱怨呀！就這種心態，你別回來帶賽給國內人了！想起中國大陸一開始疫情嚴重時，你們的心態是怎樣？,39,negative
8099,美國總統大選即將揭曉，卻遭逢歐美疫情惡化，投資市場出現恐慌拋售，恐慌指數（VIX）急遽飆升至6月來最高，30日來到38.02,39,negative
8100,疫情還是要顧吧！,39,negative
8101,天氣漸冷，新冠疫情再度升溫,39,negative
8102,（台灣英文新聞／國際組綜合整理報導）第2波武漢肺炎（2019冠狀病毒疾病，COVID-19）疫情之下，本週至少14個歐洲國家的病毒相關住院人數達新高,39,negative
8103,這顯然就是之前川普政府刻意干預郵政所造成的連鎖效應至今還沒恢復正常.甚至利用自己在各州法官的權限濫權修改選務規則.這更凸顯川普政府的狼子野心與嚴重違反行政中立干預大選的反民主、反法治的惡劣行徑.甚至對於新冠病毒嚴重隱瞞全球與全美真相這種反人權的行徑造成美國死亡中9成以上屬於低收入的有色人種這種種族滅絕行為.個人稱之為21世紀狂人.是地球生態的殺手、21世紀全人類的公敵、世界村與國際條約的破壞者、軍備競賽的重啟者、極右派白人至上主義甚至歧視女人ProudBoy的支持者、引發全美21世紀最大有色人種反撲的事端製造者、反民主反法治反人權全與破壞制度干預股匯的貪腐者....這些惡名將會成為川普的歷史註解http://blog.udn.com/JuvenalC/14509133521世紀狂人84陰謀一一被揭穿.川普政府選舉走鋼索打種族歧視與反中牌http://blog.udn.com/JuvenalC/138137897從種族歧視論帝國主義與極右派對全人類的威脅http://blog.udn.com/JuvenalC/135926386再由帝國主義對全球人類的重大負面影響來看事件本質http://blog.udn.com/JuvenalC/14059461821世紀狂人83狂人終將殞落http://blog.udn.com/JuvenalC/13749793021世紀狂人82遲來的正義揭露川普政府的假面目http://blog.udn.com/JuvenalC/13732247321世紀狂人81假民主、假法治、假人權下只有唯一勝選的真面目http://blog.udn.com/JuvenalC/145459331德國對歐規與歐盟的安定力量受到美國長年且持續性搞破壞http://blog.udn.com/JuvenalC/13693937021世紀狂人80VS第三次世界大戰警鐘30世紀亂源川普---無視民主、法治、人權等普世價值http://blog.udn.com/JuvenalC/13405999521世紀狂人78從疫情隱瞞、政治防疫與民調直落2http://blog.udn.com/JuvenalC/13355391421世紀狂人77新冠病毒陰謀論,39,negative
8104,貪婪的房東短視近利的商人全球大流行的疫情會倒只是一定的結局,39,negative
8105,疫情還沒完，不要一天到晚自嗨好嗎？輸出快50例了，自己也沒法解釋！,39,negative
8106,不是牛肉.羊肉.ˋ肥肉=是用豬瘦肉製造?大量美歐基層人民食用---熱狗美歐疫情慘重此時*****可有人分析--瘦肉精*免疫下降+染疫率上------相關研究????????,39,negative
8107,【時報-台北電】2020美國總統大選即將於11月3日登場，由於疫情關係，不少選民已提早投下神聖一票，好萊塢明星們也積極參與，珍妮佛安妮斯頓（JenniferAnniston）日前就透過郵遞方式投票，她在社群網站發布自己戴著口罩、寄出選票的照片，透露已投給民主黨候選人拜登（JoeBiden），並有感而發地寫下大段文字，希望美國民眾支持「人種平權、愛與正直」的人，此外也抨擊現任總統川普（DonaldTrump）忽視種族議題，使社會混亂，呼籲民眾踴躍出門投票，做出對美國有利的選擇,39,positive
8108,中央流行疫情指揮中心今天公布新增3例境外移入病例，下午2點將舉行臨時記者會說明,39,negative
8109,疫情之下.以及跟老共搞得像要爆發戰爭一樣.連戰車都要開上街了.你說客觀上已經限制外籍人士入台.主觀上又限制陸客來台.想要已經日子過得很辛苦的小資族繼續吃喝玩樂.你想可能嗎?明天會不會放無薪假都還不知道.還敢亂花錢嗎?,39,negative
8110,因為中共致力於將現在中國的新疫情甩鍋給海產和入境的人,39,negative
8111,NBR（丁?乳膠）大廠南帝（2108）受惠新冠肺炎疫情帶動醫療手套需求大增，下半年獲利可望猛爆成長，業績利多預期吸引投資人買盤簇擁，不畏美股重挫回檔，上周單周股價逆勢大漲22.3%，10月單月股價漲幅更高達五成四，成為名符其實的飆股,39,positive
8112,【黃小琪花蓮富里】從民國104年起，花蓮縣富里鄉的永豐社區有一群在地青年發起了「穀稻秋聲草地音樂會」，因活動成功，被譽為「從土地裡長出來的音樂節」，原本今年就要開始售票，但眼見武漢肺炎疫情打亂大家生活，主辦單位最後決定，仍維持免費開放讓民眾進場同樂，同時也嚴格執行防疫控管,39,positive
8113,日係公司在因疫情影響//業務下降的狀態，只能砍高薪層了！（過去到處調店的辛勞//抵抗不了蕭條業績嘛！）如美係公司，都是當天直接馬上要你走路（不會給你三個月協商的降薪！）總公司的買辦職務也可能//影響了高層的利益吧？想想看吧？？？,39,negative
8114,?疫情衝擊之下，邊境持續管制，觀光客進不來讓旅遊相關產業首當其衝，為了求生存，不少導遊領隊，甚至航空公司地勤改當小黃運將，從今年1月至今，前兩大車隊就增加了1800多位司機,39,positive
8115,編譯施欣妤／綜合外電報導隨著北半球時序進入秋冬，新型冠狀病毒肺炎疫情恐再惡化，美國10月30日單日新增近10萬起確診，創下近日新高，全美確診數也逼近905萬例，占總人口數的3%；在歐洲疫情同樣嚴峻，比利時總理德克魯宣布強化封鎖措施，英國首相強生也有意於下週宣布全國禁足令，以期在耶誕假期前控制疫情,39,positive
8116,躲得過肆虐全球的肺炎疫情，躲不過神壇購買的流感疫苗,39,negative
8117,【時報-台北電】為搶救因疫情委靡的經濟活動，中央流行疫情指揮中心規劃「經濟泡泡」，擬開放具特定身分入境民眾免隔離,39,positive
8118,台新投顧總經理李鎮宇2020年是個難熬的一年，疫情導致經濟衰退，封城的反反覆覆，產業的殞落與遷徙，大家莫不引頸期盼2020年的離去,39,negative
8119,由於武漢肺炎疫情關係，世界衛生大會（WHA）預計在11月9日復會,39,negative
8120,台北31日電疫情期間除了行動受限，歧視問題也浮上檯面,39,negative
8121,高雄在淹水，全家去金門遊玩的時任副總統陳建仁嗎？？還是疫情爆發只用LINE建議勤洗手，就邀功的時任副總統的陳建仁？？？哦,39,negative
8122,記者嚴云岑／台北報導國內再增3例新冠肺炎病例！中央流行疫情指揮中心今日宣布下午2點緊急召開記者會，發言人莊人祥主持並說明該案例情況,39,negative
8123,中評社香港11月1日電／據法新社彙整官方數字資料顯示，第2波新冠狀肺炎疫情之下，本週至少14個歐洲國家的病毒相關住院人數達新高,39,negative
8124,無奈個屁啊！沒看到全球因為這個疫情死亡人數嗎？幹,39,negative
8125,2020美國大選（中央社華盛頓31日綜合外電報導）因疫情肆虐全美，今年美國總統選舉選擇不在籍與郵寄投票的選民暴增，各州更改投票及重新投票的規範不同，總統川普又在最後關頭呼籲已投票選民改投，為複雜的選情增添變數,39,positive
8126,中央流行疫情指揮中心表示，今天新增三例境外移入確診個案，下午2點召開臨時記者會，由發言人莊人祥說明,39,negative
8127,2020年是個難熬的一年，疫情導致經濟衰退，封城的反反覆覆，產業的殞落與遷徙，大家莫不引頸期盼2020年的離去,39,negative
8128,?中央流行疫情指揮中心為因應「武漢肺炎疫情」，今（1）日14點召開臨時記者會，由莊人祥發言人說明「新增3名境外移入個案」,39,negative
8129,看來要成為疫情的破洞了,39,negative
8130,隨著新冠肺炎疫情引發的恐懼心理緩解，新興市場債券從3月份低點顯著反彈,39,positive
8131,越南是台灣第二大境外學生來源地，為擴大生源，受疫情影響，駐越南代表處首度以線上方式舉行台灣高教展，尖峰時刻逾3千人同時在線,39,positive
8132,【大成報記者張淑慧/高雄報導】雖然因為疫情影響台灣農產銷售，高雄型農做公益仍然不落人後，11月1日及11月8日連續兩週兩場分別在捷運鳳山西站及衛武營榕園辦理的公益活動，型農發起農產品熱捐參加義賣，活動所得捐助家扶中心及創世基金會外，現場還有1.000根香蕉要送給參與活動的民眾，為扶助弱勢族群貢獻一份心力,39,positive
8133,新冠肺炎疫情持續蔓延全球，面對看不見盡頭的疫情，佩戴口罩已成為國人生活防護的新常態，美德醫療推出兼具色彩及溫度的14款彩色口罩，為國人的日常防護上色,39,positive
8134,中壢廖先生問我是食品工廠的作業員，在工廠上班已經十七年多，今（二○二○）年因為疫情關係，工廠訂單嚴重流失，從三月起就陸續放無薪假，疫情趨緩後好像也沒有起色，沒想到，八月中工廠就宣布要結束營業，我們只能上班到九月底,39,negative
8135,以這次疫情來看，全球防疫最大漏洞在WHO！,39,negative
8136,記者彭勝郎／台中報導「2020台中國際舞蹈嘉年華」昨晚於舊車站前廣場熱鬧登場，市長盧秀燕現身開幕晚會感性分享，市府觀旅局團隊非常用心規劃本次活動，籌備將近半年，今年因新冠病毒疫情虐襲，多項藝文活動暫緩或順延辦理，然國內疫情控制得宜，讓大家不能出國也可以享受各種「偽出國」的精彩活動,39,positive
8137,中評社北京11月1日電／據新華社報道，明斯克消息：白俄羅斯國家邊防委員會10月31日宣布，根據白部長會議日前通過的決議，為防止新冠疫情傳播，自11月1日起將暫時限制外國公民和無國籍人士通過公路、鐵路和水路口岸入境,39,positive
8138,最新龐德電影「007生死交戰」還因新冠肺炎疫情拖著無法上映，讓007成為銀幕經典賣座系列的首代男主角史恩康納萊已在巴哈馬去世，享年90歲,39,negative
8139,記者葉蒼秀／苗栗報導新冠疫情稍緩解，中華民國微笑協會總會鼓勵社會大眾以「微笑」面對困難、迎向希望，舉辦微笑臉譜全國繪畫比賽，上千件參賽作品有九十二件入選，一日由縣長徐耀昌頒獎表揚，希望藉由微笑臉譜散播快樂的種子，社會更安定祥和,39,positive
8140,「2020桃園萬聖城—是在HELLOCITY試點燈」於桃園高鐵站前廣場開展，桃園市長鄭文燦表示，新冠疫情舒緩後，為提升觀光人潮，首度舉辦桃園萬聖城活動，希望未來能開創成為桃園的特色主題活動，系列活動將於10月31日起至11月8日在桃園高鐵站前廣場盛大展開，30日特別舉行試點燈的儀式，搶先曝光大彩蛋—光雕秀及8座大型藝術裝置，歡迎市民朋友一起來同樂，將熱鬧延續至跨年,39,positive
8141,唷，近?的疫情?累到??西?????每晚都失眠?！,39,negative
8142,台灣沒疫情，功勞就是民進黨進不去WHO,39,negative
8143,二代接班的揚秦國際執行長卓靖倫耕耘數位，每週巡店、不與加盟主爭利；在疫情下持續逆勢展店，將帶領揚秦成為第一個上…閱讀更多,39,negative
8144,首度參加全國大專校院運動會，東京奧運射箭國手「湯包」湯智鈞就囊括射箭反曲弓3面金牌，為台北大學締造射箭新猷，他笑說3金佳績不只要發生在全大運，「奧運也要！」109年全大運受新冠肺炎疫情影響，從原本的5月延期到昨天才正式開幕，創校20周年的高雄大學成50周年全大運東道主，包括田徑、體操、游泳、射箭、射擊和拳擊等都有東奧國手與會,39,negative
8145,新冠肺炎疫情影響今年全球經濟景氣，讓歐美電信業者放緩網路建設腳步，但法人認為，歐美電信業者明年對5G建設將轉趨積極，看好2021年將有5G及WiFi6換機潮齊發，帶動通訊關鍵晶片、5G用戶端設備、無線路由器等需求，台廠聯發科、廣達、仁寶、智易、啟痋B中磊、智邦喜迎商機,39,positive
8146,中央流行疫情指揮中心宣布，台灣今(1)日新增3例新冠肺炎確診，全為境外移入，目前累計558例,39,negative
8147,普檢只能證明當下是陽性或陰性，也沒法證明偽陽或偽陰！在新冠病毒疫苗還沒有效研發，進入室內空間及人多處帶口罩，加強個人清潔，才是正途，這就台灣初期沒有疫情大爆發的原因！,39,positive
8148,執政黨政府的所有一切政策.都應該以防堵疫情漫延擴散為第一考量.確保台灣境內人民的安全生活,39,positive
8149,歐洲近期深受武漢肺炎（亦稱新冠肺炎，COVID-19）疫情反撲，其中英國確診人數突破百萬，英國首相強生（BorisJohnson）宣布自週四（11月5日）起，英格蘭地區開始實施為期四週的第二次封城，直到12月2日解禁,39,negative
8150,2020美國總統大選即將於11月3日登場，由於疫情關係，不少選民已提早投下神聖一票，好萊塢明星們也積極參與，珍妮佛安妮斯頓（JenniferAnniston）日前就透過郵遞方式投票，她在社群網站發布自己戴著口罩、寄出選票的照片，透露已投給民主黨候選人拜登（JoeBiden），並有感而發地寫下大段文字，希望美國民眾支持「人種平權、愛與正直」的人，此外也抨擊現任總統川普（DonaldTrump）忽視種族議題，使社會混亂，呼籲民眾踴躍出門投票，做出對美國有利的選擇,39,positive
8151,圖／TVBS資料畫面中央流行疫情指揮中心表示，今天新增三例境外移入確診個案，下午2點召開臨時記者會，由發言人莊人祥說明,39,negative
8152,別推給疫情，這次捅這麼個婁子，哪個不怕死的敢來！,39,negative
8153,【時報-各報要聞】受疫情影響，加速帶動在歐美、日本及印尼等國家在教育市場的Chromebook需求，推升全球Chromebook機款出貨在第三季飆升、第四季持續增溫，全年估將首度突破2字頭、直衝2.500萬台左右，2021年將在歐洲、泛亞市場維持強勁需求帶動下，續以雙位數增幅向上、超越3.000萬台,39,positive
8154,美國疫情一天比一天嚴重.川普選個鳥阿.當初如果處裡的好.躺著選也會上.自己都笨到得武漢病毒了.難怪拜登一直說錯話民調還能贏,39,negative
8155,疫情還沒結束，6星集按摩養身會館最新的大直店，已悄然開幕,39,negative
8156,中央流行疫情指揮中心昨宣布國內新增1例武漢肺炎境外移入確診，新增的第556例是本國籍60多歲男性，2月赴印度工作，上月24日在當地出現呼吸困難、咳嗽、發燒等症狀但未就醫，上周三返國時主動通報有症狀，機場安排採檢後送至醫院就醫，於前天確診，目前住院隔離治療中,39,negative
8157,記者廖哲民／台北報導武漢肺炎（COVID-19、新冠肺炎）疫情仍持續延燒，截至今（1）日上午10時，全球確診人數高達4637萬3777例，而美國疫情日益嚴重，已累計940萬2590人感染,39,negative
8158,公關市場上人人都知道，5月初磐石艦疫情的同時，對岸就四處找台灣民調公司做萊豬民調了，再裝傻?沒有配合就令人討厭,39,negative
8159,如果疫病是中國研發對付外國人的武器，那麼亞洲人疫情狀況沒有白人等西方國家疫情狀況明顯，就是可以製造出來的，這個中國製造的狀況未排除之下，中國經驗其實蠻搞笑,39,negative
8160,名作家兼節目主持人吳淡如10年前以女兒綽號「小熊」為名，斥資鉅額在宜蘭創立「小熊書房」餐廳，日前有媒體爆料小熊書房因疫情慘賠200萬元易主，吳淡如火速透過臉書否認，澄清小熊書房的店長原本就是弟媳，自己只是房屋產權擁有者,39,negative
8161,萬聖節重防疫東京澀谷未現群魔亂舞景象（中央社記者楊明珠東京31日專電）每逢萬聖節，東京澀谷常常會有特殊嚇人裝扮者聚集，這種「群魔亂舞」的景象今年受武漢肺炎疫情影響改善許多，澀谷街頭幾乎沒見到有特殊裝扮的人潮湧至,39,positive
8162,挺川普與反川普之戰聚焦疫情經濟與種族平權最新更新：2020/11/0112:072020美國大選（中央社記者江今葉華盛頓31日專電）今年的美國總統大選與其說是總統川普與民主黨候選人拜登對決，不如說是挺川普與反川普之戰，這從雙方競選策略大相徑庭可看出,39,positive
8163,政策把夜市定位.走向國際觀光客.本來就是一條不歸路...夜市隨便買都比餐廳貴離譜地政策.還在沾沾自喜最後遇到疫情還是打回原狀,39,negative
8164,台北市跨年晚會究竟辦還是不辦？台北市政府疫情小組前日開會敲定「跨年活動疫情備案」,39,positive
8165,川普白人主義，自我為中心，疫情搞到現在還在怪東怪西，從中國到自己的衛生部長都怪罪，現在連美國的醫護也被他拖下水,39,negative
8166,隨著北半球時序進入秋冬，新型冠狀病毒肺炎疫情恐再惡化，美國10月30日單日新增近10萬起確診，創下近日新高，全美確診數也逼近905萬例，占總人口數的3%；在歐洲疫情同樣嚴峻，比利時總理德克魯宣布強化封鎖措施，英國首相強生也有意於下週宣布全國禁足令，以期在耶誕假期前控制疫情,39,positive
8167,為搶救因疫情委靡的經濟活動，中央流行疫情指揮中心規劃「經濟泡泡」，擬開放具特定身分入境民眾免隔離,39,positive
8168,防控新冠肺炎疫情失敗，大選就必然失敗，在2019年10月25日用特朗普八字預測已斷言他大選必然失敗，新冠肺炎疫情是特朗普的「死穴」，他輸就輸在新冠肺炎疫情上，拜登會取得壓倒性選票而勝出，這是易學預測，信不信由你，坐等結果,39,negative
8169,儘管2019至20年NBA球季因疫情而有著與以往不同的樣貌，但在這樣的球季中贏得的冠軍沒有因此灌水,39,positive
8170,南投秘境／滿滿戀愛感！台版馬爾地夫喝下午茶配湖光山色|三立新聞網2020/11/01圖／molly莫莉文／張雅筑因疫情關係，今年不少人都覺得很鬱悶無法出國，但也因此更有機會好好探尋台灣的景點、征服「秘境」,39,negative
8171,（中央社巴黎31日綜合外電報導）據法新社彙整官方數字資料顯示，第2波2019冠狀病毒疾病（COVID-19）疫情之下，本週至少14個歐洲國家的病毒相關住院人數達新高,39,negative
8172,中評社北京11月1日電／據中國僑網報道，據美國《僑報》報道，疫情期間，紐約史泰登島華人組群為奮戰在前線的警方、消防和醫護人員踴躍籌款，積極奔走捐贈物資，近日特別受到史島警署頒獎表彰，感謝華裔民眾在危機中對警方等人們的大力支持,39,positive
8173,（圖／翻攝自臉書）台南長榮大學24歲馬來西亞籍鍾姓女大生遭擄殺棄屍，震驚台灣與馬來西亞社會，突如其來的噩耗令死者爸媽不能接受，原本預計要等明年疫情緩和來台參加愛女的畢業典禮，如今卻提前來處理後事，痛喊「為什麼要殺害她？我不要！我不能放過他！我不能原諒他」，白髮人送黑髮人令人鼻酸,39,negative
8174,〔本報綜合報導〕因為出征世界盃，目前人在中國的桌球一姐鄭怡靜歷經隔離，前天終於「出關」練球，鄭怡靜昨天坦言，心情很興奮，但疫情也讓她不敢掉以輕心，常用酒精消毒雙手,39,positive
8175,甚麼時候你們也和x共嘴臉一樣會瞞好吧，至今日後我也不再信你們就繼續掰....大事就要來臨自古以來就是如此好不容易疫情做好被稱讚現在自毀台灣的名譽，福報有什麼辦法天不怕地不怕的造惡大環境的報應就無法停止,39,negative
8176,最新數據顯示，美國企業債務違約案件比投資者數月前預期的更少，顯示美國聯準會(Fed)與政府政策支撐下，企業度過疫情衝擊最糟的時刻，此現象不但帶動企業債價格並且提振債市，也為美國經濟帶來令人鼓舞訊息,39,positive
8177,國際不會因台加入WHO疫情就會減少看看台灣老爸美國有在聽佛奇建議嗎台灣實力太小說的話世界各國聽不進入現在疫情大暴發也只有德法開始封鎖其它呢！不要再自以為是了台灣的成功世界各國都知道但知道和跟著做是兩碼事有多少實力管多少事自求多福比較實在,39,negative
8178,在新冠病毒疫情肆虐之際，數百萬美國人把住家轉變成辦公室和教室，推升網路用量暴增，但許多人現在不得不改變網路使用習慣，以免遭網路寬頻業者收取數據超量的費用,39,negative
